target,horizon,group,mean,std,count
par_umol_m2_s,2,greenhouse:TheAutomators,1.6376357078552246,101.49137878417969,3925
par_umol_m2_s,3,all,1.6142367124557495,104.94713592529297,23550
par_umol_m2_s,3,day,2.807036876678467,143.60226440429688,11808
par_umol_m2_s,3,night,0.4147317111492157,36.733097076416016,11742
par_umol_m2_s,3,statistical_extreme,60.615638732910156,169.4182586669922,4424
par_umol_m2_s,3,normal,-12.033268928527832,77.01232147216797,19126
par_umol_m2_s,3,greenhouse:AICU,1.5859228372573853,105.61817169189453,3925
par_umol_m2_s,3,greenhouse:Automatoes,1.2856409549713135,92.89775848388672,3925
par_umol_m2_s,3,greenhouse:Digilog,1.7341017723083496,114.72953796386719,3925
par_umol_m2_s,3,greenhouse:IUACAAS,1.8021272420883179,111.78291320800781,3925
par_umol_m2_s,3,greenhouse:Reference,1.6274148225784302,101.67935943603516,3925
par_umol_m2_s,3,greenhouse:TheAutomators,1.6502125263214111,101.4942398071289,3925
par_umol_m2_s,4,all,1.6171348094940186,104.9427261352539,23550
par_umol_m2_s,4,day,2.807036876678467,143.60226440429688,11808
par_umol_m2_s,4,night,0.42054423689842224,36.7079963684082,11742
par_umol_m2_s,4,statistical_extreme,60.615638732910156,169.4182586669922,4424
par_umol_m2_s,4,normal,-12.029701232910156,77.00554656982422,19126
par_umol_m2_s,4,greenhouse:AICU,1.6159228086471558,105.60292053222656,3925
par_umol_m2_s,4,greenhouse:Automatoes,1.291224718093872,92.8983383178711,3925
par_umol_m2_s,4,greenhouse:Digilog,1.7362250089645386,114.72958374023438,3925
par_umol_m2_s,4,greenhouse:IUACAAS,1.8038469552993774,111.78292846679688,3925
par_umol_m2_s,4,greenhouse:Reference,1.6036566495895386,101.66726684570312,3925
par_umol_m2_s,4,greenhouse:TheAutomators,1.6519321203231812,101.4942626953125,3925
par_umol_m2_s,5,all,1.626383662223816,104.94475555419922,23550
par_umol_m2_s,5,day,2.82058048248291,143.6343994140625,11802
par_umol_m2_s,5,night,0.42669713497161865,36.727169036865234,11748
par_umol_m2_s,5,statistical_extreme,60.615638732910156,169.4182586669922,4424
par_umol_m2_s,5,normal,-12.018312454223633,77.01097869873047,19126
par_umol_m2_s,5,greenhouse:AICU,1.645736575126648,105.58586883544922,3925
par_umol_m2_s,5,greenhouse:Automatoes,1.289320468902588,92.89854431152344,3925
par_umol_m2_s,5,greenhouse:Digilog,1.7858705520629883,114.76708221435547,3925
par_umol_m2_s,5,greenhouse:IUACAAS,1.8059309720993042,111.78282165527344,3925
par_umol_m2_s,5,greenhouse:Reference,1.5790807008743286,101.65510559082031,3925
par_umol_m2_s,5,greenhouse:TheAutomators,1.6523617506027222,101.49424743652344,3925
par_umol_m2_s,6,all,1.6502491235733032,104.93981170654297,23550
par_umol_m2_s,6,day,2.863689661026001,143.65614318847656,11796
par_umol_m2_s,6,night,0.4324723780155182,36.74628448486328,11754
par_umol_m2_s,6,statistical_extreme,60.615638732910156,169.4182586669922,4424
par_umol_m2_s,6,normal,-11.988926887512207,77.00788879394531,19126
par_umol_m2_s,6,greenhouse:AICU,1.6495362520217896,105.58499145507812,3925
par_umol_m2_s,6,greenhouse:Automatoes,1.3063679933547974,92.8921890258789,3925
par_umol_m2_s,6,greenhouse:Digilog,1.8538343906402588,114.79690551757812,3925
par_umol_m2_s,6,greenhouse:IUACAAS,1.8428146839141846,111.75833129882812,3925
par_umol_m2_s,6,greenhouse:Reference,1.577268123626709,101.6318130493164,3925
par_umol_m2_s,6,greenhouse:TheAutomators,1.6716725826263428,101.48672485351562,3925
