method,fold,target,horizon,mae,rmse,r2,nmae,relative_seasonal_improvement_pct,config
persistence,rolling_2,air_humidity_pct,1,2.785654067993164,4.134294615502557,0.8348513841629028,0.11845063838291037,21.566347670334146,deployment_compatible
persistence,rolling_2,air_humidity_pct,2,4.758016586303711,6.903218013746379,0.5396690368652344,0.20231876906746396,-32.80310317601068,deployment_compatible
persistence,rolling_2,air_humidity_pct,3,6.36845064163208,8.972122249564638,0.22227734327316284,0.27079710028561454,-76.17849530506709,deployment_compatible
persistence,rolling_2,air_humidity_pct,4,7.773748397827148,10.718141766521196,-0.10998690128326416,0.3305526953007907,-113.26733531996285,deployment_compatible
persistence,rolling_2,air_humidity_pct,5,9.030165672302246,12.213978023366238,-0.44153428077697754,0.38397764491921427,-145.96861026968236,deployment_compatible
persistence,rolling_2,air_humidity_pct,6,10.115610122680664,13.458214978779283,-0.7498141527175903,0.43013254604415413,-174.01373364225688,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_temperature_c,1,0.5687397122383118,0.8140200920554284,0.9555290937423706,0.05514443880291072,21.849761762173653,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_temperature_c,2,0.6657090783119202,0.9556966389760518,0.938854455947876,0.06454649242803638,8.899867991924213,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_temperature_c,3,0.7098104953765869,1.0226929263888507,0.9301519393920898,0.06882252211633276,3.4208092246467987,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_temperature_c,4,0.7204532623291016,1.0380070423997185,0.9281682372093201,0.0698544342516694,2.36731317870032,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_temperature_c,5,0.7370932698249817,1.0618656171953345,0.9248575568199158,0.0714678328860381,0.4760282908033964,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_temperature_c,6,0.7362257838249207,1.0622820350124045,0.9248068928718567,0.07138372230326469,0.8354367575795527,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_humidity_pct,1,2.4780514240264893,3.828290912380413,0.8583939075469971,0.10537086298482129,30.227293445969977,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_humidity_pct,2,3.1301636695861816,4.75618401580636,0.7814834713935852,0.13309975892756343,12.632618817163694,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_humidity_pct,3,3.382686138153076,5.108557586145223,0.7478662729263306,0.14383743377077388,6.420480043731959,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_humidity_pct,4,3.5297625064849854,5.344462207827235,0.7240141034126282,0.1500913652693484,3.1634411681271617,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_humidity_pct,5,3.623990535736084,5.506352137680239,0.7070195078849792,0.1540980976007599,1.2877561660254317,deployment_compatible
seasonal_residual_xgboost,rolling_2,air_humidity_pct,6,3.6885197162628174,5.6144146820198175,0.6954728960990906,0.15684198554992804,0.08461706129764028,deployment_compatible
seasonal_residual_gru,rolling_2,air_temperature_c,1,0.7877671122550964,1.1253857481088467,0.9150021076202393,0.07638111842363199,-8.246683278666183,deployment_compatible
seasonal_residual_gru,rolling_2,air_temperature_c,2,0.7522534728050232,1.0968829380193756,0.9194537401199341,0.07293775114123162,-2.9434521906293187,deployment_compatible
seasonal_residual_gru,rolling_2,air_temperature_c,3,0.7569273710250854,1.1106763916490494,0.9176167845726013,0.07339092768020215,-2.9900705124592015,deployment_compatible
seasonal_residual_gru,rolling_2,air_temperature_c,4,0.741541862487793,1.0988615755752387,0.919498860836029,0.07189916402148497,-0.49052202373451975,deployment_compatible
seasonal_residual_gru,rolling_2,air_temperature_c,5,0.7445184588432312,1.1013916099507244,0.9191593527793884,0.07218777185391052,-0.5265372352163555,deployment_compatible
seasonal_residual_gru,rolling_2,air_temperature_c,6,0.7561980485916138,1.1159558209079985,0.9170163869857788,0.07332021329990701,-1.8546903149355964,deployment_compatible
seasonal_residual_gru,rolling_2,air_humidity_pct,1,3.47444486618042,5.439866701905211,0.714077353477478,0.1477391673122516,2.1725619832935408,deployment_compatible
seasonal_residual_gru,rolling_2,air_humidity_pct,2,3.5397417545318604,5.542550477799025,0.7032530307769775,0.15051569947341034,1.2007039242546091,deployment_compatible
seasonal_residual_gru,rolling_2,air_humidity_pct,3,3.6222987174987793,5.67597817212586,0.688745379447937,0.15402615867893213,-0.2082254390938282,deployment_compatible
seasonal_residual_gru,rolling_2,air_humidity_pct,4,3.663740634918213,5.7433702146143375,0.6812776327133179,0.15578833784918358,-0.5121548223600931,deployment_compatible
seasonal_residual_gru,rolling_2,air_humidity_pct,5,3.7155916690826416,5.8203672265673765,0.6726506948471069,0.1579931299546209,-1.2073257943741211,deployment_compatible
